,quarterlyInventory,annualChangeInInventory,annualDilutedAverageShares,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualInventory,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyOperatingExpense,annualCapitalStock,trailingOtherNonCashItems,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,annualNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualSaleOfInvestment,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGoodwill,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualBasicAverageShares,trailingInterestExpense,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,annualInterestExpense,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualAccountsPayable,annualCapitalExpenditure,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,trailingEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyTotalRevenue,annualTaxProvision,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualTotalRevenue,trailingChangeInAccountPayable,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyCurrentAssets,annualOperatingExpense,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyGrossPPE,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,trailingCostOfRevenue,annualCurrentAssets,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyChangeInInventory,annualSellingGeneralAndAdministration,annualFreeCashFlow,trailingSaleOfInvestment,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualStockholdersEquity,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1490918400,6405000.0,,,,2187000.0,,,-878227000.0,-51853000.0,166239000.0,,,,,8216000.0,299464000.0,24700000.0,,,66690000.0,,,,1739000.0,,1137000.0,,,,,,,0.02,14297000.0,,53997000.0,,-13502000.0,8197000.0,,,,5000.0,1888005000.0,,2312093000.0,,-4564000.0,,,,,,,,,,,-37556000.0,,,2440298000.0,,47984000.0,,,,,,19658000.0,450000.0,,,,11990000.0,,25492000.0,11990000.0,,480000.0,69276000.0,,,,,,11990000.0,,-52499000.0,,122036000.0,,,,29011000.0,,,-836000.0,,,,1788965000.0,-5535000.0,,0.02,1132000.0,,,,73856000.0,128205000.0,,,,2766232000.0,,,293373000.0,,-8634000.0,,,,-1119000.0,,,,,,7166000.0,,-779000.0,,,,-5395000.0,,316633000.0,182815000.0,,-260000.0,,,,24685000.0,49661000.0,48180000.0,,2615000.0,,651333000.0,,,521715000.0,,,,,,,,1132000.0,1132000.0,25249000.0,,180631000.0,47984000.0,,,,-2286000.0,1495592000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,6518000.0,,,,3004000.0,,,-897575000.0,-56859000.0,226210000.0,,,,,8515000.0,310936000.0,53261000.0,,,67399000.0,,,,4143000.0,,29383000.0,,,,,,,0.39,21429000.0,,55351000.0,,17113000.0,6743000.0,,,,10852000.0,1928612000.0,,2362446000.0,,-30969000.0,,,,,,,,,,,-35430000.0,,,2533026000.0,,48020000.0,,,,,,19670000.0,0.0,,,,29103000.0,,11990000.0,29103000.0,,480000.0,84222000.0,,,,,,29103000.0,,-57577000.0,,171132000.0,,,,57568000.0,,,-380000.0,,,,1871192000.0,8777000.0,,0.39,18531000.0,,,,102293000.0,170580000.0,,,,2826187000.0,,,361027000.0,,-8644000.0,,,,-117000.0,,,,,,34894000.0,,-879000.0,,,,-15004000.0,,326520000.0,182394000.0,,-338000.0,,,,39027000.0,43852000.0,68839000.0,,2615000.0,,661834000.0,,,519875000.0,,,,,,,,18531000.0,18531000.0,23796000.0,,181155000.0,48020000.0,,,,-47121000.0,1510165000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,6344000.0,,,,2071000.0,,,-910742000.0,-71730000.0,231115000.0,,,,,8577000.0,329506000.0,-1389000.0,,,71869000.0,,,,2766000.0,,52038000.0,,,,,,,0.7,74062000.0,,58196000.0,,-762000.0,4545000.0,,,,18189000.0,1981924000.0,,2422619000.0,,-17418000.0,,,,,,,,,,,2332000.0,,,2603104000.0,,48017000.0,,,,,,19688000.0,1108000.0,,,,28341000.0,,29103000.0,28341000.0,,480000.0,89394000.0,,,,,,28341000.0,,-73435000.0,,211731000.0,,,,80303000.0,,,-2732000.0,,,,1915381000.0,3470000.0,,0.7,33849000.0,,,,130413000.0,180485000.0,,,,2892666000.0,,,380361000.0,,-8642000.0,,,,-123000.0,,,,,,58544000.0,,-1105000.0,,,,22293000.0,,351727000.0,182820000.0,,-81000.0,,,,46963000.0,55307000.0,81318000.0,,2615000.0,,687723000.0,,,519700000.0,,,,,,,,33849000.0,33849000.0,24886000.0,,182371000.0,48017000.0,,,,-40390000.0,1535020000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,6463000.0,,48009000.0,3118000.0,3659000.0,78592000.0,128094000.0,-910996000.0,-78752000.0,291020000.0,490959000.0,,,6463000.0,8620000.0,192946000.0,51522000.0,,,72984000.0,480000.0,,,4343000.0,10994000.0,17986000.0,402493000.0,,2036971000.0,192946000.0,94776000.0,1558000.0,,38054000.0,147842000.0,60775000.0,213064000.0,66435000.0,59303000.0,,,1.4,4317000.0,2036971000.0,69284000.0,2512502000.0,2615000.0,21080000.0,,48009000.0,,,2947967000.0,59303000.0,55923000.0,-113829000.0,33928000.0,100544000.0,-40698000.0,-5605000.0,,2740375000.0,231142000.0,,,10994000.0,10921000.0,,,19576000.0,0.0,93955000.0,-259194000.0,-206652000.0,94776000.0,,28341000.0,94776000.0,,480000.0,93955000.0,,94776000.0,123551000.0,182502000.0,,94776000.0,,-23141000.0,12991000.0,161991000.0,33363000.0,94776000.0,12237000.0,46182000.0,,,-1657000.0,666890000.0,,67181000.0,2046913000.0,-5148000.0,291020000.0,,13669000.0,264397000.0,,,95931000.0,227873000.0,278942000.0,60775000.0,,2947967000.0,,,490959000.0,,-8643000.0,1564000.0,2046913000.0,21087000.0,-146000.0,1555954000.0,-910996000.0,,227873000.0,4209000.0,22947000.0,,-987000.0,-1505000.0,,,2315000.0,,356753000.0,182502000.0,-31871000.0,56602000.0,356753000.0,,2740375000.0,32451000.0,12237000.0,66060000.0,,2615000.0,67181000.0,693462000.0,25492000.0,32451000.0,515793000.0,67181000.0,-34563000.0,,102914000.0,-111352000.0,,2512502000.0,13669000.0,13669000.0,28983000.0,515793000.0,231142000.0,,693462000.0,0.0,-3750000.0,-24032000.0,1555954000.0,0.0,1.4,,,,,,,,,,,,,,,,,,,,,,,
1522454400,6478000.0,,,,-2653000.0,,,-942573000.0,-70650000.0,281024000.0,,,,,8703000.0,192313000.0,-17621000.0,,,71378000.0,,,,2845000.0,,-3532000.0,,,,,,,-0.05,28252000.0,,60028000.0,,-60019000.0,,,,,-987000.0,2083038000.0,,2550722000.0,,5438000.0,,,,,,,,,,,-42398000.0,,,2716507000.0,,48030000.0,,,,,,21207000.0,0.0,,,,34702000.0,,95352000.0,34702000.0,,481000.0,73556000.0,,,,,,35333000.0,,-70650000.0,,132247000.0,,,,25886000.0,,,0.0,,,,2035196000.0,-7015000.0,,-0.05,-2545000.0,,,,79202000.0,165785000.0,,,,3025611000.0,,,464317000.0,,-9003000.0,,,,-1239000.0,,,,,,7824000.0,,-911000.0,,,,9364000.0,,345205000.0,184479000.0,,,,,,28161000.0,53531000.0,53045000.0,,2615000.0,,681311000.0,,,515670000.0,,,,,,,,-2545000.0,-2545000.0,26319000.0,,187586000.0,48030000.0,,,,-55246000.0,1570879000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,6714000.0,,,,-3023000.0,,,-964352000.0,-63250000.0,430124000.0,,,,,9830000.0,196109000.0,40863000.0,,,72467000.0,,,,2042000.0,,16550000.0,,,,,,,0.27,21319000.0,,61768000.0,,-1068000.0,,,,,3528000.0,2130264000.0,,2599944000.0,,-19869000.0,,,,,,,,,,,-41931000.0,,,2789514000.0,,48073000.0,,,,,,21375000.0,2054000.0,,,,33668000.0,,35333000.0,33668000.0,,481000.0,93032000.0,,,,,,34265000.0,,-63250000.0,,172632000.0,,,,47755000.0,,,-2054000.0,,,,2103582000.0,13432000.0,,0.27,13022000.0,,,,101870000.0,189570000.0,,,,3094616000.0,,,622300000.0,,-9014000.0,,,,-125000.0,,,,,,29403000.0,,-710000.0,,,,-12048000.0,,349213000.0,185286000.0,,,,,,44700000.0,42827000.0,70762000.0,,2615000.0,,685932000.0,,,414530000.0,,,,,,,,13022000.0,13022000.0,24383000.0,,188290000.0,48073000.0,,,,-18018000.0,1481282000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,6563000.0,,,,-1146000.0,,,-983984000.0,-78956000.0,179912000.0,,,,,10315000.0,199143000.0,43285000.0,,,76587000.0,,,,3281000.0,,45349000.0,,,,,,,0.72,69932000.0,,64666000.0,,32827000.0,,,,,10957000.0,2185742000.0,,2641323000.0,,-4040000.0,,,,,,,,,,,-9024000.0,,,2876862000.0,,48070000.0,,,,,,21549000.0,1437000.0,,,,66421000.0,,34265000.0,66421000.0,,481000.0,102938000.0,,,,,,67092000.0,,-80390000.0,,218983000.0,,,,77213000.0,,,-2871000.0,,,,2164828000.0,11716000.0,,0.72,34392000.0,,,,133397000.0,235539000.0,,,,3169726000.0,,,381890000.0,,-9012000.0,,,,-132000.0,,,,,,56810000.0,,-1023000.0,,,,15707000.0,,374593000.0,186897000.0,,,,,,50785000.0,55740000.0,85586000.0,,2615000.0,,712034000.0,,,714310000.0,,,,,,,,34392000.0,34392000.0,26493000.0,,189794000.0,48070000.0,,,,-280235000.0,1782938000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,6586000.0,,48060000.0,3141000.0,-2997000.0,85707000.0,46478000.0,-996723000.0,-58851000.0,170011000.0,321166000.0,,,6586000.0,9006000.0,213033000.0,-20049000.0,,,71294000.0,481000.0,,,3147000.0,24743000.0,16171000.0,420855000.0,,2232723000.0,213033000.0,47176000.0,3491000.0,,59516000.0,179019000.0,60095000.0,203091000.0,-19325000.0,,,,1.36,805000.0,2232723000.0,-47585000.0,2649002000.0,2615000.0,38893000.0,,48060000.0,,,3229446000.0,,,-377532000.0,37854000.0,81456000.0,665000.0,-4925000.0,,2837704000.0,225270000.0,,,24743000.0,-9819000.0,,,21576000.0,0.0,95580000.0,-271707000.0,-273082000.0,47176000.0,,67092000.0,47176000.0,,481000.0,95580000.0,,47715000.0,129129000.0,186342000.0,,47715000.0,,-58792000.0,11315000.0,167416000.0,15872000.0,47176000.0,43362000.0,46281000.0,,,0.0,698196000.0,,65584000.0,2107547000.0,-13432000.0,170011000.0,,15366000.0,277341000.0,,,99468000.0,188702000.0,291726000.0,60095000.0,,3229446000.0,,,321166000.0,,-9014000.0,4701000.0,2107547000.0,,-149000.0,1786381000.0,-996723000.0,,188702000.0,24748000.0,28174000.0,,-1310000.0,-1645000.0,,,11725000.0,,392053000.0,186342000.0,20422000.0,,392053000.0,,2837704000.0,30037000.0,43362000.0,67948000.0,,2615000.0,65584000.0,730157000.0,95300000.0,30037000.0,710027000.0,65584000.0,-36043000.0,,100781000.0,-92688000.0,,2649002000.0,15366000.0,15366000.0,23586000.0,710027000.0,225270000.0,,730157000.0,,-3954000.0,-24033000.0,1786381000.0,,1.36,,,,,,,,,,,,,,,,,,,,,,,
1553990400,6444000.0,,,,2956000.0,,,-1021590000.0,-59881000.0,230110000.0,,,,,10244000.0,211382000.0,52915000.0,,,76579000.0,,,,4254000.0,,-9803000.0,,,,,,,-0.16,20141000.0,,78842000.0,,13175000.0,,454000.0,,,-2163000.0,2259559000.0,,2707937000.0,,5147000.0,,,,,,,,,,,-39740000.0,,,2900662000.0,,48086000.0,,,,,,22893000.0,,,,,60234000.0,,47715000.0,60234000.0,,481000.0,83280000.0,,,,,,60890000.0,,-59881000.0,,126111000.0,,,,23334000.0,,,,,,,2186533000.0,-4233000.0,,-0.16,-7640000.0,,,,74064000.0,192725000.0,,,,3281149000.0,,,384043000.0,,-9493000.0,,,,-2074000.0,,,,,,-2515000.0,,-1533000.0,,,,8675000.0,,374920000.0,186877000.0,,,,,,27552000.0,50669000.0,52047000.0,,2615000.0,,714129000.0,,,710602000.0,,,,,,,,-7640000.0,-7640000.0,29097000.0,,226472000.0,48086000.0,,,,-226000.0,1802490000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,6989000.0,,,,1724000.0,,,-1043960000.0,-62055000.0,170412000.0,,,,,11254000.0,216880000.0,32995000.0,,,77370000.0,,,,4946000.0,,21804000.0,,,,,,,0.35,23250000.0,,80126000.0,,-5810000.0,,375000.0,,,4808000.0,2302205000.0,,2758565000.0,,-21766000.0,,,,,,,,,,,-38805000.0,,,2964595000.0,,48136000.0,,,,,,22851000.0,,,,,54560000.0,,60890000.0,54560000.0,,481000.0,97376000.0,,,,,,55080000.0,,-62055000.0,,179031000.0,,,,55909000.0,,,,,,,2241431000.0,10161000.0,,0.35,16996000.0,,,,108704000.0,206030000.0,,,,3346165000.0,,,331389000.0,,-9507000.0,,,,-129000.0,,,,,,31334000.0,,-1686000.0,,,,-14018000.0,,382409000.0,189642000.0,,,,,,43345000.0,45746000.0,70327000.0,,2615000.0,,723164000.0,,,807693000.0,,,,,,,,16996000.0,16996000.0,25434000.0,,228675000.0,48136000.0,,,,-491132000.0,1910042000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,7804000.0,,,,-222000.0,,,-1067965000.0,-73006000.0,160380000.0,,52874000.0,90098000.0,,9251000.0,229237000.0,-12987000.0,187859000.0,,81143000.0,,-6397000.0,1461000.0,6506000.0,,54288000.0,,,,,,,0.88,84952000.0,,82845000.0,,-3257000.0,,449000.0,-37521000.0,,11864000.0,2343254000.0,,2811198000.0,,,-15217000.0,,39755000.0,82461000.0,,,,,,,11946000.0,,33633000.0,3023254000.0,,48141000.0,,,,427141000.0,-255950000.0,22778000.0,0.0,,,,51257000.0,-2216000.0,55080000.0,51257000.0,-253793000.0,481000.0,108593000.0,-545663000.0,,,,705096000.0,51823000.0,51875000.0,-75222000.0,,232537000.0,,,,86317000.0,18853000.0,15313000.0,-2216000.0,,3303000.0,,2265459000.0,10807000.0,,0.88,42424000.0,,120755000.0,-2504000.0,144904000.0,212056000.0,,,,3411219000.0,-65934000.0,104896000.0,333944000.0,,-9507000.0,,,,-152000.0,,,277955000.0,,,63761000.0,67148000.0,-1868000.0,,,67092000.0,21904000.0,306386000.0,415326000.0,190272000.0,,,,67148000.0,,45624000.0,58084000.0,87633000.0,67148000.0,2615000.0,,757795000.0,,,807478000.0,,,,,,0.0,,42424000.0,42424000.0,26779000.0,,238510000.0,48141000.0,,,,-30272000.0,1931515000.0,,,,,,,,,,,,,,,,,,,,,,,,,
